Unnamed: 0,previous_state,current_state
2085,"[[4, 5, 3], [6, 0, 1], [2, 7, 8]]","[[4, 5, 3], [6, 1, 0], [2, 7, 8]]"
2086,"[[4, 5, 3], [6, 8, 2], [0, 1, 7]]","[[4, 5, 3], [6, 8, 2], [1, 0, 7]]"
2087,"[[4, 5, 0], [1, 7, 6], [8, 3, 2]]","[[4, 5, 6], [1, 7, 0], [8, 3, 2]]"
2088,"[[4, 7, 5], [1, 3, 6], [0, 8, 2]]","[[4, 7, 5], [0, 3, 6], [1, 8, 2]]"
2089,"[[4, 7, 5], [3, 8, 1], [2, 0, 6]]","[[4, 7, 5], [3, 8, 1], [2, 6, 0]]"
2090,"[[4, 7, 5], [8, 2, 6], [1, 3, 0]]","[[4, 7, 5], [8, 2, 0], [1, 3, 6]]"
2091,"[[4, 7, 5], [8, 0, 6], [1, 2, 3]]","[[4, 7, 5], [8, 6, 0], [1, 2, 3]]"
2092,"[[4, 7, 8], [0, 2, 5], [6, 1, 3]]","[[4, 7, 8], [6, 2, 5], [0, 1, 3]]"
2093,"[[0, 5, 3], [7, 1, 6], [4, 8, 2]]","[[5, 0, 3], [7, 1, 6], [4, 8, 2]]"
2094,"[[5, 1, 2], [4, 0, 7], [8, 6, 3]]","[[5, 1, 2], [0, 4, 7], [8, 6, 3]]"
2095,"[[5, 2, 3], [4, 1, 0], [8, 7, 6]]","[[5, 2, 0], [4, 1, 3], [8, 7, 6]]"
2096,"[[5, 2, 3], [7, 8, 1], [0, 4, 6]]","[[5, 2, 3], [0, 8, 1], [7, 4, 6]]"
2097,"[[5, 2, 0], [4, 1, 7], [8, 6, 3]]","[[5, 2, 7], [4, 1, 0], [8, 6, 3]]"
2098,"[[5, 3, 0], [4, 7, 1], [8, 6, 2]]","[[5, 3, 1], [4, 7, 0], [8, 6, 2]]"
2099,"[[5, 3, 0], [4, 8, 1], [6, 7, 2]]","[[5, 3, 1], [4, 8, 0], [6, 7, 2]]"
2100,"[[5, 3, 1], [7, 2, 6], [4, 8, 0]]","[[5, 3, 1], [7, 2, 6], [4, 0, 8]]"
2101,"[[5, 3, 7], [4, 8, 0], [6, 2, 1]]","[[5, 3, 7], [4, 8, 1], [6, 2, 0]]"
2102,"[[5, 7, 2], [4, 0, 3], [8, 6, 1]]","[[5, 7, 2], [4, 6, 3], [8, 0, 1]]"
2103,"[[5, 7, 3], [4, 0, 1], [8, 6, 2]]","[[5, 7, 3], [4, 1, 0], [8, 6, 2]]"
2104,"[[5, 7, 3], [4, 0, 1], [8, 6, 2]]","[[5, 7, 3], [4, 6, 1], [8, 0, 2]]"
2105,"[[5, 8, 2], [0, 4, 7], [6, 1, 3]]","[[5, 8, 2], [6, 4, 7], [0, 1, 3]]"
2106,"[[5, 8, 3], [4, 0, 1], [6, 7, 2]]","[[5, 8, 3], [4, 1, 0], [6, 7, 2]]"
2107,"[[5, 8, 3], [0, 4, 7], [6, 2, 1]]","[[5, 8, 3], [6, 4, 7], [0, 2, 1]]"
2108,"[[6, 4, 0], [7, 2, 5], [1, 8, 3]]","[[6, 0, 4], [7, 2, 5], [1, 8, 3]]"
2109,"[[0, 4, 5], [6, 7, 3], [1, 2, 8]]","[[6, 4, 5], [0, 7, 3], [1, 2, 8]]"
2110,"[[6, 4, 5], [7, 2, 3], [1, 8, 0]]","[[6, 4, 5], [7, 2, 3], [1, 0, 8]]"
2111,"[[6, 4, 7], [1, 2, 5], [0, 8, 3]]","[[6, 4, 7], [1, 2, 5], [8, 0, 3]]"
2112,"[[7, 5, 2], [4, 0, 1], [6, 3, 8]]","[[7, 0, 2], [4, 5, 1], [6, 3, 8]]"
2113,"[[7, 2, 5], [8, 0, 4], [6, 1, 3]]","[[7, 0, 5], [8, 2, 4], [6, 1, 3]]"
2114,"[[7, 6, 0], [4, 3, 5], [2, 8, 1]]","[[7, 0, 6], [4, 3, 5], [2, 8, 1]]"
2115,"[[0, 2, 3], [7, 5, 6], [4, 8, 1]]","[[7, 2, 3], [0, 5, 6], [4, 8, 1]]"
2116,"[[7, 3, 1], [0, 4, 5], [8, 2, 6]]","[[7, 3, 1], [8, 4, 5], [0, 2, 6]]"
2117,"[[7, 3, 5], [4, 0, 1], [2, 8, 6]]","[[7, 3, 5], [4, 1, 0], [2, 8, 6]]"
2118,"[[7, 0, 5], [6, 8, 2], [1, 4, 3]]","[[7, 5, 0], [6, 8, 2], [1, 4, 3]]"
2119,"[[7, 5, 0], [4, 3, 1], [2, 8, 6]]","[[7, 5, 1], [4, 3, 0], [2, 8, 6]]"
2120,"[[7, 5, 3], [1, 0, 6], [4, 8, 2]]","[[7, 5, 3], [1, 6, 0], [4, 8, 2]]"
2121,"[[7, 5, 3], [1, 0, 6], [4, 8, 2]]","[[7, 5, 3], [1, 8, 6], [4, 0, 2]]"
2122,"[[7, 8, 5], [2, 3, 0], [4, 6, 1]]","[[7, 8, 0], [2, 3, 5], [4, 6, 1]]"
2123,"[[7, 8, 5], [6, 2, 0], [1, 4, 3]]","[[7, 8, 0], [6, 2, 5], [1, 4, 3]]"
2124,"[[7, 8, 5], [2, 3, 0], [4, 6, 1]]","[[7, 8, 5], [2, 3, 1], [4, 6, 0]]"
2125,"[[7, 8, 5], [6, 2, 0], [1, 4, 3]]","[[7, 8, 5], [6, 2, 3], [1, 4, 0]]"
2126,"[[4, 0, 2], [6, 5, 3], [7, 8, 1]]","[[0, 4, 2], [6, 5, 3], [7, 8, 1]]"
2127,"[[4, 0, 3], [6, 5, 1], [7, 8, 2]]","[[0, 4, 3], [6, 5, 1], [7, 8, 2]]"
2128,"[[4, 0, 7], [6, 2, 3], [1, 5, 8]]","[[0, 4, 7], [6, 2, 3], [1, 5, 8]]"
2129,"[[4, 5, 2], [0, 7, 3], [6, 1, 8]]","[[0, 5, 2], [4, 7, 3], [6, 1, 8]]"
2130,"[[2, 6, 7], [0, 4, 5], [1, 8, 3]]","[[0, 6, 7], [2, 4, 5], [1, 8, 3]]"
2131,"[[8, 0, 7], [3, 4, 5], [6, 2, 1]]","[[0, 8, 7], [3, 4, 5], [6, 2, 1]]"
2132,"[[1, 0, 4], [7, 2, 5], [8, 6, 3]]","[[1, 2, 4], [7, 0, 5], [8, 6, 3]]"
2133,"[[1, 4, 5], [0, 7, 3], [8, 2, 6]]","[[1, 4, 5], [8, 7, 3], [0, 2, 6]]"
2134,"[[2, 5, 3], [7, 6, 4], [0, 8, 1]]","[[2, 5, 3], [0, 6, 4], [7, 8, 1]]"
2135,"[[2, 6, 5], [4, 7, 3], [0, 8, 1]]","[[2, 6, 5], [4, 7, 3], [8, 0, 1]]"
2136,"[[2, 6, 5], [7, 3, 1], [4, 8, 0]]","[[2, 6, 5], [7, 3, 1], [4, 0, 8]]"
2137,"[[2, 6, 5], [7, 8, 3], [4, 1, 0]]","[[2, 6, 5], [7, 8, 0], [4, 1, 3]]"
2138,"[[2, 6, 7], [4, 8, 5], [1, 0, 3]]","[[2, 6, 7], [4, 8, 5], [0, 1, 3]]"
2139,"[[2, 6, 7], [4, 8, 5], [1, 0, 3]]","[[2, 6, 7], [4, 8, 5], [1, 3, 0]]"
2140,"[[2, 7, 5], [4, 1, 3], [8, 0, 6]]","[[2, 7, 5], [4, 1, 3], [0, 8, 6]]"
2141,"[[0, 3, 2], [7, 6, 5], [4, 8, 1]]","[[3, 0, 2], [7, 6, 5], [4, 8, 1]]"
2142,"[[3, 8, 7], [4, 0, 5], [6, 2, 1]]","[[3, 8, 7], [4, 2, 5], [6, 0, 1]]"
2143,"[[3, 8, 7], [4, 0, 5], [6, 2, 1]]","[[3, 8, 7], [4, 5, 0], [6, 2, 1]]"
2144,"[[4, 1, 0], [8, 5, 7], [6, 3, 2]]","[[4, 0, 1], [8, 5, 7], [6, 3, 2]]"
2145,"[[4, 5, 0], [1, 3, 2], [8, 7, 6]]","[[4, 0, 5], [1, 3, 2], [8, 7, 6]]"
2146,"[[4, 5, 0], [7, 1, 3], [2, 8, 6]]","[[4, 0, 5], [7, 1, 3], [2, 8, 6]]"
2147,"[[4, 7, 0], [3, 1, 5], [8, 6, 2]]","[[4, 0, 7], [3, 1, 5], [8, 6, 2]]"
2148,"[[4, 1, 5], [2, 0, 3], [8, 7, 6]]","[[4, 1, 5], [2, 3, 0], [8, 7, 6]]"
2149,"[[4, 1, 5], [2, 0, 3], [8, 7, 6]]","[[4, 1, 5], [2, 7, 3], [8, 0, 6]]"
2150,"[[4, 1, 7], [6, 8, 5], [0, 3, 2]]","[[4, 1, 7], [6, 8, 5], [3, 0, 2]]"
2151,"[[4, 1, 7], [8, 3, 5], [6, 2, 0]]","[[4, 1, 7], [8, 3, 0], [6, 2, 5]]"
2152,"[[4, 2, 3], [7, 5, 0], [8, 6, 1]]","[[4, 2, 3], [7, 0, 5], [8, 6, 1]]"
2153,"[[4, 2, 7], [0, 5, 3], [6, 1, 8]]","[[4, 2, 7], [5, 0, 3], [6, 1, 8]]"
2154,"[[4, 0, 3], [6, 5, 1], [7, 8, 2]]","[[4, 3, 0], [6, 5, 1], [7, 8, 2]]"
2155,"[[4, 3, 7], [8, 0, 1], [6, 5, 2]]","[[4, 3, 7], [0, 8, 1], [6, 5, 2]]"
2156,"[[4, 3, 7], [8, 0, 2], [6, 1, 5]]","[[4, 3, 7], [0, 8, 2], [6, 1, 5]]"
2157,"[[4, 3, 7], [8, 0, 1], [6, 5, 2]]","[[4, 3, 7], [8, 1, 0], [6, 5, 2]]"
2158,"[[4, 3, 7], [8, 0, 2], [6, 1, 5]]","[[4, 3, 7], [8, 1, 2], [6, 0, 5]]"
2159,"[[4, 5, 2], [1, 6, 0], [8, 3, 7]]","[[4, 5, 0], [1, 6, 2], [8, 3, 7]]"
2160,"[[4, 5, 3], [6, 1, 0], [7, 8, 2]]","[[4, 5, 0], [6, 1, 3], [7, 8, 2]]"
2161,"[[4, 5, 1], [8, 7, 2], [6, 3, 0]]","[[4, 5, 1], [8, 7, 2], [6, 0, 3]]"
2162,"[[4, 5, 2], [0, 7, 3], [6, 1, 8]]","[[4, 5, 2], [7, 0, 3], [6, 1, 8]]"
2163,"[[4, 5, 3], [7, 1, 2], [8, 0, 6]]","[[4, 5, 3], [7, 0, 2], [8, 1, 6]]"
2164,"[[4, 7, 5], [2, 3, 0], [1, 8, 6]]","[[4, 7, 0], [2, 3, 5], [1, 8, 6]]"
2165,"[[4, 7, 0], [1, 2, 3], [8, 5, 6]]","[[4, 7, 3], [1, 2, 0], [8, 5, 6]]"
2166,"[[4, 7, 5], [3, 6, 1], [0, 8, 2]]","[[4, 7, 5], [0, 6, 1], [3, 8, 2]]"
2167,"[[4, 7, 5], [2, 3, 0], [1, 8, 6]]","[[4, 7, 5], [2, 3, 6], [1, 8, 0]]"
2168,"[[4, 7, 5], [3, 6, 1], [8, 2, 0]]","[[4, 7, 5], [3, 6, 0], [8, 2, 1]]"
2169,"[[0, 5, 2], [4, 6, 3], [1, 7, 8]]","[[5, 0, 2], [4, 6, 3], [1, 7, 8]]"
2170,"[[5, 2, 3], [4, 6, 7], [8, 0, 1]]","[[5, 2, 3], [4, 6, 7], [0, 8, 1]]"
2171,"[[5, 2, 3], [4, 6, 7], [8, 0, 1]]","[[5, 2, 3], [4, 6, 7], [8, 1, 0]]"
2172,"[[5, 2, 3], [4, 7, 0], [8, 6, 1]]","[[5, 2, 3], [4, 7, 1], [8, 6, 0]]"
2173,"[[5, 2, 3], [7, 1, 6], [4, 0, 8]]","[[5, 2, 3], [7, 0, 6], [4, 1, 8]]"
2174,"[[5, 2, 3], [7, 1, 6], [4, 0, 8]]","[[5, 2, 3], [7, 1, 6], [0, 4, 8]]"
2175,"[[0, 6, 2], [7, 4, 5], [8, 1, 3]]","[[6, 0, 2], [7, 4, 5], [8, 1, 3]]"
2176,"[[6, 4, 2], [0, 5, 7], [1, 8, 3]]","[[6, 4, 2], [5, 0, 7], [1, 8, 3]]"
2177,"[[0, 7, 3], [6, 5, 2], [4, 8, 1]]","[[6, 7, 3], [0, 5, 2], [4, 8, 1]]"
2178,"[[0, 8, 5], [6, 4, 3], [2, 7, 1]]","[[6, 8, 5], [0, 4, 3], [2, 7, 1]]"
2179,"[[7, 3, 2], [4, 0, 6], [8, 1, 5]]","[[7, 0, 2], [4, 3, 6], [8, 1, 5]]"
2180,"[[7, 5, 3], [8, 0, 1], [2, 4, 6]]","[[7, 0, 3], [8, 5, 1], [2, 4, 6]]"
2181,"[[7, 1, 5], [2, 0, 3], [4, 8, 6]]","[[7, 1, 5], [2, 3, 0], [4, 8, 6]]"
2182,"[[7, 1, 5], [2, 0, 3], [4, 8, 6]]","[[7, 1, 5], [2, 8, 3], [4, 0, 6]]"
2183,"[[7, 1, 5], [4, 3, 6], [8, 0, 2]]","[[7, 1, 5], [4, 3, 6], [0, 8, 2]]"
2184,"[[7, 2, 1], [4, 6, 5], [0, 8, 3]]","[[7, 2, 1], [0, 6, 5], [4, 8, 3]]"
2185,"[[7, 2, 5], [4, 0, 3], [1, 8, 6]]","[[7, 2, 5], [0, 4, 3], [1, 8, 6]]"
2186,"[[7, 2, 5], [4, 0, 3], [1, 8, 6]]","[[7, 2, 5], [4, 3, 0], [1, 8, 6]]"
2187,"[[7, 2, 5], [4, 0, 3], [1, 8, 6]]","[[7, 2, 5], [4, 8, 3], [1, 0, 6]]"
2188,"[[7, 3, 1], [4, 5, 0], [6, 8, 2]]","[[7, 3, 1], [4, 5, 2], [6, 8, 0]]"
2189,"[[7, 3, 2], [4, 0, 6], [8, 1, 5]]","[[7, 3, 2], [0, 4, 6], [8, 1, 5]]"
2190,"[[0, 4, 3], [7, 5, 1], [2, 8, 6]]","[[7, 4, 3], [0, 5, 1], [2, 8, 6]]"
2191,"[[7, 0, 5], [6, 1, 2], [4, 8, 3]]","[[7, 5, 0], [6, 1, 2], [4, 8, 3]]"
2192,"[[7, 5, 1], [4, 2, 6], [8, 3, 0]]","[[7, 5, 1], [4, 2, 6], [8, 0, 3]]"
2193,"[[7, 5, 0], [4, 8, 1], [6, 3, 2]]","[[7, 5, 1], [4, 8, 0], [6, 3, 2]]"
2194,"[[7, 5, 2], [4, 0, 3], [1, 6, 8]]","[[7, 5, 2], [0, 4, 3], [1, 6, 8]]"
2195,"[[7, 5, 2], [4, 6, 3], [0, 1, 8]]","[[7, 5, 2], [0, 6, 3], [4, 1, 8]]"
2196,"[[7, 5, 2], [4, 8, 6], [0, 1, 3]]","[[7, 5, 2], [0, 8, 6], [4, 1, 3]]"
2197,"[[7, 5, 2], [4, 0, 3], [1, 6, 8]]","[[7, 5, 2], [4, 3, 0], [1, 6, 8]]"
2198,"[[7, 5, 2], [4, 8, 6], [1, 3, 0]]","[[7, 5, 2], [4, 8, 0], [1, 3, 6]]"
2199,"[[7, 5, 3], [4, 6, 1], [2, 0, 8]]","[[7, 5, 3], [4, 0, 1], [2, 6, 8]]"
2200,"[[7, 5, 3], [8, 0, 1], [2, 4, 6]]","[[7, 5, 3], [8, 1, 0], [2, 4, 6]]"
2201,"[[8, 4, 7], [3, 5, 0], [6, 2, 1]]","[[8, 4, 0], [3, 5, 7], [6, 2, 1]]"
2202,"[[8, 4, 7], [3, 2, 5], [6, 0, 1]]","[[8, 4, 7], [3, 2, 5], [0, 6, 1]]"
2203,"[[8, 4, 7], [3, 2, 5], [6, 0, 1]]","[[8, 4, 7], [3, 2, 5], [6, 1, 0]]"
2204,"[[8, 4, 7], [3, 5, 0], [6, 2, 1]]","[[8, 4, 7], [3, 5, 1], [6, 2, 0]]"
2205,"[[8, 4, 7], [6, 3, 5], [2, 0, 1]]","[[8, 4, 7], [6, 0, 5], [2, 3, 1]]"
2206,"[[8, 0, 7], [3, 4, 5], [6, 2, 1]]","[[8, 7, 0], [3, 4, 5], [6, 2, 1]]"
2207,"[[5, 2, 3], [0, 4, 1], [8, 7, 6]]","[[0, 2, 3], [5, 4, 1], [8, 7, 6]]"
2208,"[[4, 2, 7], [0, 3, 1], [8, 6, 5]]","[[0, 2, 7], [4, 3, 1], [8, 6, 5]]"
2209,"[[4, 0, 2], [8, 3, 7], [6, 5, 1]]","[[0, 4, 2], [8, 3, 7], [6, 5, 1]]"
2210,"[[2, 5, 3], [0, 4, 1], [7, 8, 6]]","[[0, 5, 3], [2, 4, 1], [7, 8, 6]]"
2211,"[[4, 5, 3], [0, 1, 6], [2, 8, 7]]","[[0, 5, 3], [4, 1, 6], [2, 8, 7]]"
2212,"[[7, 0, 5], [6, 8, 2], [1, 4, 3]]","[[0, 7, 5], [6, 8, 2], [1, 4, 3]]"
2213,"[[8, 0, 5], [1, 4, 2], [7, 6, 3]]","[[0, 8, 5], [1, 4, 2], [7, 6, 3]]"
2214,"[[1, 4, 5], [8, 0, 2], [6, 7, 3]]","[[1, 0, 5], [8, 4, 2], [6, 7, 3]]"
2215,"[[1, 0, 5], [7, 2, 3], [4, 8, 6]]","[[1, 2, 5], [7, 0, 3], [4, 8, 6]]"
2216,"[[1, 4, 2], [0, 5, 3], [8, 7, 6]]","[[1, 4, 2], [5, 0, 3], [8, 7, 6]]"
2217,"[[1, 4, 2], [0, 5, 3], [8, 7, 6]]","[[1, 4, 2], [8, 5, 3], [0, 7, 6]]"
2218,"[[0, 4, 5], [1, 7, 6], [8, 3, 2]]","[[1, 4, 5], [0, 7, 6], [8, 3, 2]]"
2219,"[[1, 4, 5], [8, 0, 2], [6, 7, 3]]","[[1, 4, 5], [0, 8, 2], [6, 7, 3]]"
2220,"[[1, 4, 5], [8, 0, 2], [6, 7, 3]]","[[1, 4, 5], [8, 2, 0], [6, 7, 3]]"
2221,"[[1, 0, 5], [7, 2, 3], [4, 8, 6]]","[[1, 5, 0], [7, 2, 3], [4, 8, 6]]"
2222,"[[2, 1, 5], [7, 0, 6], [4, 8, 3]]","[[2, 1, 5], [0, 7, 6], [4, 8, 3]]"
2223,"[[2, 1, 5], [7, 0, 6], [4, 8, 3]]","[[2, 1, 5], [7, 6, 0], [4, 8, 3]]"
2224,"[[2, 1, 5], [7, 0, 6], [4, 8, 3]]","[[2, 1, 5], [7, 8, 6], [4, 0, 3]]"
2225,"[[2, 4, 5], [7, 0, 1], [8, 3, 6]]","[[2, 4, 5], [7, 1, 0], [8, 3, 6]]"
2226,"[[2, 4, 5], [8, 7, 0], [6, 1, 3]]","[[2, 4, 5], [8, 0, 7], [6, 1, 3]]"
2227,"[[2, 5, 0], [7, 1, 6], [4, 8, 3]]","[[2, 5, 6], [7, 1, 0], [4, 8, 3]]"
2228,"[[2, 7, 3], [4, 5, 1], [0, 8, 6]]","[[2, 7, 3], [4, 5, 1], [8, 0, 6]]"
2229,"[[4, 5, 0], [7, 3, 2], [8, 6, 1]]","[[4, 0, 5], [7, 3, 2], [8, 6, 1]]"
2230,"[[4, 7, 0], [6, 3, 5], [1, 2, 8]]","[[4, 0, 7], [6, 3, 5], [1, 2, 8]]"
2231,"[[4, 1, 2], [8, 7, 0], [6, 3, 5]]","[[4, 1, 0], [8, 7, 2], [6, 3, 5]]"
2232,"[[4, 0, 5], [8, 1, 2], [6, 3, 7]]","[[4, 1, 5], [8, 0, 2], [6, 3, 7]]"
2233,"[[4, 0, 5], [8, 1, 2], [7, 6, 3]]","[[4, 1, 5], [8, 0, 2], [7, 6, 3]]"
2234,"[[4, 0, 2], [7, 5, 3], [1, 8, 6]]","[[4, 2, 0], [7, 5, 3], [1, 8, 6]]"
2235,"[[4, 0, 5], [8, 2, 3], [7, 6, 1]]","[[4, 2, 5], [8, 0, 3], [7, 6, 1]]"
2236,"[[4, 2, 7], [5, 3, 1], [8, 6, 0]]","[[4, 2, 7], [5, 3, 1], [8, 0, 6]]"
2237,"[[4, 3, 1], [8, 0, 5], [6, 7, 2]]","[[4, 3, 1], [0, 8, 5], [6, 7, 2]]"
2238,"[[4, 0, 5], [8, 1, 2], [7, 6, 3]]","[[4, 5, 0], [8, 1, 2], [7, 6, 3]]"
2239,"[[4, 0, 5], [8, 2, 3], [7, 6, 1]]","[[4, 5, 0], [8, 2, 3], [7, 6, 1]]"
2240,"[[4, 0, 5], [8, 6, 2], [1, 7, 3]]","[[4, 5, 0], [8, 6, 2], [1, 7, 3]]"
2241,"[[4, 5, 1], [2, 7, 6], [8, 3, 0]]","[[4, 5, 1], [2, 7, 6], [8, 0, 3]]"
2242,"[[4, 5, 3], [6, 7, 1], [0, 2, 8]]","[[4, 5, 3], [0, 7, 1], [6, 2, 8]]"
2243,"[[4, 5, 3], [0, 1, 6], [2, 8, 7]]","[[4, 5, 3], [1, 0, 6], [2, 8, 7]]"
2244,"[[4, 7, 2], [6, 5, 8], [0, 1, 3]]","[[4, 7, 2], [6, 5, 8], [1, 0, 3]]"
2245,"[[4, 7, 3], [5, 1, 0], [8, 2, 6]]","[[4, 7, 3], [5, 1, 6], [8, 2, 0]]"
2246,"[[4, 7, 3], [5, 2, 1], [8, 0, 6]]","[[4, 7, 3], [5, 2, 1], [0, 8, 6]]"
2247,"[[4, 7, 5], [8, 2, 1], [3, 0, 6]]","[[4, 7, 5], [8, 0, 1], [3, 2, 6]]"
2248,"[[4, 7, 5], [8, 2, 1], [3, 0, 6]]","[[4, 7, 5], [8, 2, 1], [3, 6, 0]]"
2249,"[[4, 7, 8], [0, 2, 5], [6, 1, 3]]","[[4, 7, 8], [2, 0, 5], [6, 1, 3]]"
2250,"[[0, 5, 3], [4, 8, 2], [6, 1, 7]]","[[5, 0, 3], [4, 8, 2], [6, 1, 7]]"
2251,"[[5, 2, 3], [7, 8, 1], [4, 6, 0]]","[[5, 2, 3], [7, 8, 0], [4, 6, 1]]"
2252,"[[5, 3, 7], [4, 8, 0], [6, 2, 1]]","[[5, 3, 7], [4, 0, 8], [6, 2, 1]]"
2253,"[[5, 7, 2], [4, 0, 3], [8, 6, 1]]","[[5, 7, 2], [0, 4, 3], [8, 6, 1]]"
2254,"[[5, 7, 2], [4, 0, 3], [8, 6, 1]]","[[5, 7, 2], [4, 3, 0], [8, 6, 1]]"
2255,"[[5, 7, 3], [4, 0, 1], [8, 6, 2]]","[[5, 7, 3], [0, 4, 1], [8, 6, 2]]"
2256,"[[5, 8, 2], [4, 0, 3], [6, 7, 1]]","[[5, 8, 2], [0, 4, 3], [6, 7, 1]]"
2257,"[[5, 8, 2], [4, 0, 3], [6, 7, 1]]","[[5, 8, 2], [4, 3, 0], [6, 7, 1]]"
2258,"[[5, 8, 2], [4, 0, 3], [6, 7, 1]]","[[5, 8, 2], [4, 7, 3], [6, 0, 1]]"
2259,"[[5, 8, 3], [4, 0, 1], [6, 7, 2]]","[[5, 8, 3], [0, 4, 1], [6, 7, 2]]"
2260,"[[5, 8, 3], [4, 0, 1], [6, 7, 2]]","[[5, 8, 3], [4, 7, 1], [6, 0, 2]]"
2261,"[[6, 4, 7], [2, 0, 5], [1, 8, 3]]","[[6, 0, 7], [2, 4, 5], [1, 8, 3]]"
2262,"[[6, 4, 7], [2, 0, 5], [1, 8, 3]]","[[6, 4, 7], [2, 5, 0], [1, 8, 3]]"
2263,"[[6, 0, 5], [7, 4, 3], [2, 8, 1]]","[[6, 5, 0], [7, 4, 3], [2, 8, 1]]"
2264,"[[7, 2, 0], [1, 6, 5], [4, 8, 3]]","[[7, 0, 2], [1, 6, 5], [4, 8, 3]]"
2265,"[[7, 5, 2], [6, 0, 8], [1, 4, 3]]","[[7, 0, 2], [6, 5, 8], [1, 4, 3]]"
2266,"[[7, 5, 3], [2, 0, 6], [4, 1, 8]]","[[7, 0, 3], [2, 5, 6], [4, 1, 8]]"
2267,"[[7, 5, 0], [4, 1, 2], [6, 3, 8]]","[[7, 0, 5], [4, 1, 2], [6, 3, 8]]"
2268,"[[7, 0, 2], [1, 5, 3], [4, 8, 6]]","[[7, 2, 0], [1, 5, 3], [4, 8, 6]]"
2269,"[[7, 2, 5], [1, 6, 3], [4, 8, 0]]","[[7, 2, 5], [1, 6, 3], [4, 0, 8]]"
2270,"[[7, 3, 1], [4, 5, 6], [0, 8, 2]]","[[7, 3, 1], [0, 5, 6], [4, 8, 2]]"
2271,"[[7, 3, 1], [2, 5, 6], [4, 8, 0]]","[[7, 3, 1], [2, 5, 6], [4, 0, 8]]"
2272,"[[7, 3, 2], [4, 1, 0], [8, 5, 6]]","[[7, 3, 2], [4, 1, 6], [8, 5, 0]]"
2273,"[[7, 3, 2], [0, 5, 1], [4, 8, 6]]","[[7, 3, 2], [5, 0, 1], [4, 8, 6]]"
2274,"[[7, 3, 5], [4, 0, 1], [2, 8, 6]]","[[7, 3, 5], [0, 4, 1], [2, 8, 6]]"
2275,"[[7, 3, 5], [4, 0, 1], [2, 8, 6]]","[[7, 3, 5], [4, 8, 1], [2, 0, 6]]"
2276,"[[7, 3, 8], [4, 2, 5], [6, 0, 1]]","[[7, 3, 8], [4, 2, 5], [0, 6, 1]]"
2277,"[[7, 3, 8], [4, 2, 5], [6, 0, 1]]","[[7, 3, 8], [4, 2, 5], [6, 1, 0]]"
2278,"[[7, 5, 2], [4, 0, 1], [6, 3, 8]]","[[7, 5, 2], [0, 4, 1], [6, 3, 8]]"
2279,"[[7, 5, 2], [6, 0, 8], [1, 4, 3]]","[[7, 5, 2], [0, 6, 8], [1, 4, 3]]"
2280,"[[7, 5, 2], [6, 4, 8], [1, 3, 0]]","[[7, 5, 2], [6, 4, 0], [1, 3, 8]]"
2281,"[[7, 5, 2], [6, 0, 8], [1, 4, 3]]","[[7, 5, 2], [6, 8, 0], [1, 4, 3]]"
2282,"[[7, 5, 3], [2, 0, 6], [4, 1, 8]]","[[7, 5, 3], [0, 2, 6], [4, 1, 8]]"
2283,"[[7, 5, 0], [1, 2, 6], [4, 8, 3]]","[[7, 5, 6], [1, 2, 0], [4, 8, 3]]"
2284,"[[7, 6, 5], [4, 8, 3], [0, 2, 1]]","[[7, 6, 5], [0, 8, 3], [4, 2, 1]]"
2285,"[[7, 6, 5], [2, 4, 3], [0, 8, 1]]","[[7, 6, 5], [2, 4, 3], [8, 0, 1]]"
2286,"[[7, 6, 5], [4, 3, 1], [2, 8, 0]]","[[7, 6, 5], [4, 3, 1], [2, 0, 8]]"
2287,"[[7, 6, 5], [4, 8, 3], [2, 1, 0]]","[[7, 6, 5], [4, 8, 0], [2, 1, 3]]"
2288,"[[7, 8, 5], [1, 2, 3], [4, 6, 0]]","[[7, 8, 5], [1, 2, 3], [4, 0, 6]]"
2289,"[[8, 0, 2], [5, 4, 7], [6, 1, 3]]","[[8, 2, 0], [5, 4, 7], [6, 1, 3]]"
2290,"[[8, 4, 5], [1, 2, 0], [7, 6, 3]]","[[8, 4, 0], [1, 2, 5], [7, 6, 3]]"
2291,"[[8, 4, 2], [5, 1, 7], [6, 0, 3]]","[[8, 4, 2], [5, 1, 7], [0, 6, 3]]"
2292,"[[8, 4, 2], [5, 7, 0], [6, 1, 3]]","[[8, 4, 2], [5, 7, 3], [6, 1, 0]]"
2293,"[[8, 4, 5], [1, 2, 0], [7, 6, 3]]","[[8, 4, 5], [1, 2, 3], [7, 6, 0]]"
2294,"[[8, 0, 5], [1, 4, 2], [7, 6, 3]]","[[8, 5, 0], [1, 4, 2], [7, 6, 3]]"
2295,"[[8, 5, 2], [6, 4, 0], [1, 7, 3]]","[[8, 5, 2], [6, 4, 3], [1, 7, 0]]"
2296,"[[1, 0, 4], [7, 2, 5], [8, 6, 3]]","[[0, 1, 4], [7, 2, 5], [8, 6, 3]]"
2297,"[[2, 0, 5], [6, 4, 3], [7, 8, 1]]","[[0, 2, 5], [6, 4, 3], [7, 8, 1]]"
2298,"[[4, 2, 7], [0, 1, 6], [8, 3, 5]]","[[0, 2, 7], [4, 1, 6], [8, 3, 5]]"
2299,"[[7, 0, 5], [6, 1, 2], [4, 8, 3]]","[[0, 7, 5], [6, 1, 2], [4, 8, 3]]"
